Key,English,Vietnamese,Brazil,Turkish,German,France,Indonesian,Spanish,Russian,Korean,Japanese,Hindi,Ukrainian,Italian,Giải thích
ui_skill_explosive_shot,Explosive Shot,Đạn Bộc Phá,Tiro Explosivo,Patlayıcı Atış,Explosiver Schuss,Tir explosif,Tembakan Peledak,Disparo explosivo,Взрывной выстрел,폭발 사격,爆発ショット,विस्फोटक शॉट,Вибуховий постріл,Colpo esplosivo,
ui_skill_strong_explosive_shot,Strong Explosive Shot,Siêu Bộc Phá,Tiro Explosivo Forte,Güçlü Patlayıcı Atış,Starker Explosivschuss,Tir explosif puissant,Tembakan Peledak Kuat,Disparo explosivo fuerte,Мощный взрывной выстрел,강력한 폭발 사격,強力な爆発ショット,शक्तिशाली विस्फोटक शॉट,Потужний вибуховий постріл,Colpo esplosivo potente,
ui_skill_frozen_shot,Frozen Shot,Đạn Băng,Tiro Congelante,Dondurucu Atış,Gefrorener Schuss,Tir gelé,Tembakan Beku,Disparo congelado,Замороженный выстрел,냉동 샷,フローズンショット,फ्रोजन शॉट,Заморожений постріл,Colpo congelato,
ui_skill_chain_shot,Chain Shot,Đạn Chuỗi,Tiro de corrente,Zincirli Gülle,Kettenschuss,Tir à la chaîne,Tembakan Rantai,Disparo de cadena,Цепной выстрел,체인 샷,チェーンショット,चेन शॉट,Ланцюговий постріл,Tiro a catena,
ui_skill_chain_shot_rate,Chain Shot Rate,T.Lệ Đạn Chuỗi,Taxa de Tiro em Corrente,Zincirleme Atış Hızı,Kettenfeuer-Rate,Cadence de tir en chaîne,Tingkat Tembakan Berantai,Tasa de disparos en cadena,Скорость цепного выстрела,체인 샷 연사 속도,チェインショット率,चेन शॉट दर,Швидкість ланцюгового пострілу,Cadenza di tiro a catena,
ui_skill_piercing_shot,Piercing Shot,Đạn Xuyên,Tiro Perfurante,Delici Atış,Durchdringender Schuss,Tir perforant,Tembakan Penembus,Disparo perforante,Пронзающий выстрел,관통 사격,貫通射撃,वेधक शॉट,Пронизливий постріл,Tiro perforante,
ui_skill_electric_shot,Electric Shot,Đạn Điện,Tiro Elétrico,Elektrikli Atış,Elektrischer Schuss,Tir électrique,Tembakan Elektrik,Disparo eléctrico,Электрический выстрел,일렉트릭 샷,エレクトリックショット,इलेक्ट्रिक शॉट,Електричний постріл,Colpo elettrico,
ui_skill_thunder_shot,Thunder Shot,Đạn Sấm Sét,Tiro de Trovão,Gök Gürültüsü Atışı,Donnerschuss,Tir de tonnerre,Tembakan Guntur,Disparo de trueno,Громовой выстрел,썬더 샷,サンダーショット,थंडर शॉट,Громовий постріл,Colpo di tuono,Tiro perforante
ui_skill_triple_shot,Triple Shot,Đạn Ba,Tiro triplo,Üçlü Atış,Dreifacher Schuss,Tir triple,Tembakan Tiga Kali,Disparo triple,Тройной выстрел,트리플 샷,トリプルショット,ट्रिपल शॉट,Потрійний постріл,Tiro triplo,Colpo elettrico
ui_beaker_card_title,Evolution Card,Thẻ Tiến Hóa,Carta de Evolução,Evrim Kartı,Evolutionskarte,Carte d'évolution,Kartu Evolusi,Carta de evolución,Карта эволюции,진화 카드,進化カード,विकास कार्ड,Карта еволюції,Carta evoluzione,
ui_receive_on_purchase,Receive On Puchase:,Nhận ngay:,Receba ao comprar:,Satın Alındığında Alın:,Erhalt beim Kauf:,Recevoir lors de l'achat :,Dapatkan Saat Pembelian:,Recibir al comprar:,Получить при покупке:,구매 시 수령:,購入時に受け取る:,खरीदारी पर प्राप्त करें:,Отримати при покупці:,Ricevi all'acquisto:,
ui_breaker_card_des2,Grace Gems <sprite name=gem> Costs:,Giá Kim Cương <sprite name=gem> Chúc Phúc giảm:,Custos de Gemas da Graça <sprite name=gem>:,Grace Mücevheri <sprite name=gem> Maliyetleri:,Kosten für Grace-Edelsteine <sprite name=gem>:,Coûts des gemmes de grâce <sprite name=gem> :,Biaya Permata Grace <sprite name=gem>:,Costes de gemas de gracia <sprite name=gem>:,Стоимость самоцветов благодати <sprite name=gem>:,은총 보석 <sprite name=gem> 비용:,グレイスジェム <sprite name=gem> のコスト:,ग्रेस जेम्स <sprite name=gem> की लागत:,Вартість самоцвітів благодаті <sprite name=gem>:,Costi gemme della grazia <sprite name=gem>:,
ui_breaker_card_des3,"Claim {0} <sprite name=""gem""> Daily","Nhận {0} <sprite name=""gem""> Mỗi ngày","Reivindique {0} <sprite name=""gem""> diariamente","Günlük {0} <sprite name=""gem""> Al","Täglich {0} <sprite name=""gem""> beanspruchen","Récupérez {0} <sprite name=""gem""> chaque jour","Klaim {0} <sprite name=""gem""> Setiap Hari","Reclama {0} <sprite name=""gem""> diariamente","Получайте {0} <sprite name=""gem""> ежедневно","매일 {0} <sprite name=""gem""> 받기","毎日 {0} <sprite name=""gem""> を獲得","प्रतिदिन {0} <sprite name=""gem""> प्राप्त करें","Отримуйте {0} <sprite name=""gem""> щодня","Riscatta {0} <sprite name=""gem""> ogni giorno",
ui_breaker_card_des4,"Claim {0} <sprite name=""energy""> Daily","Nhận {0} <sprite name=""energy""> Mỗi ngày","Resgate {0} <sprite name=""energy""> diariamente","Günlük {0} <sprite name=""energy""> al","Täglich {0} <sprite name=""energy""> beanspruchen","Récupérez {0} <sprite name=""energy""> chaque jour","Klaim {0} <sprite name=""energy""> harian","Reclama {0} <sprite name=""energy""> diariamente","Забирайте {0} <sprite name=""energy""> ежедневно","매일 {0} <sprite name=""energy""> 받기","毎日 {0} <sprite name=""energy""> を受け取る","दैनिक {0} <sprite name=""energy""> प्राप्त करें","Отримуйте {0} <sprite name=""energy""> щодня","Riscatta {0} <sprite name=""energy""> ogni giorno",
ui_card_active_duration,Active for <color=yellow>{0} Days,Kích Hoạt <color=yellow>{0} Ngày,Ativo por <color=yellow>{0} dias,<color=yellow>{0} gün boyunca aktif,Aktiv für <color=yellow>{0} Tage,Actif pendant <color=yellow>{0} jours,Aktif selama <color=yellow>{0} hari,Activo durante <color=yellow>{0} días,Активен в течение <color=yellow>{0} дней,<color=yellow>{0}일 동안 활성,<color=yellow>{0}日間アクティブ,<color=yellow>{0} दिनों के लिए सक्रिय,Активний протягом <color=yellow>{0} днів,Attivo per <color=yellow>{0} giorni,
ui_diamond_card_title,Diamond Card,Thẻ Kim Cương,Cartão de Diamante,Elmas Kart,Diamantkarte,Carte Diamant,Kartu Berlian,Tarjeta Diamante,Алмазная карта,다이아몬드 카드,ダイヤモンドカード,डायमंड कार्ड,Алмазна картка,Carta Diamante,
ui_diamond_card_des1,"Start with {0} <sprite name=""diamond"">  for <color=yellow>Each Era","Nhận {0} <sprite name=""diamond""> ở mỗi <color=yellow>Kỷ Nguyên","Comece com {0} <sprite name=""diamond""> para <color=yellow>Cada Era","Her Çağ için {0} <sprite name=""diamond""> ile <color=yellow>başla","Beginne mit {0} <sprite name=""diamond""> für <color=yellow>Jede Ära","Commencez avec {0} <sprite name=""diamond""> pour <color=yellow>Chaque Ère","Mulai dengan {0} <sprite name=""diamond""> untuk <color=yellow>Setiap Era","Comienza con {0} <sprite name=""diamond""> por <color=yellow>Cada Era","Начните с {0} <sprite name=""diamond""> для <color=yellow>Каждой Эпохи","<color=yellow>시대마다 {0} <sprite name=""diamond""> 로 시작","<color=yellow>各時代 {0} <sprite name=""diamond""> で開始","<color=yellow>प्रत्येक युग के लिए {0} <sprite name=""diamond""> के साथ शुरू करें","Почніть із {0} <sprite name=""diamond""> для <color=yellow>Кожної Епохи","Inizia con {0} <sprite name=""diamond""> per <color=yellow>Ogni Era",
ui_diamond_card_des2,"Earn {0} <sprite name=""diamond"">  for Each <color=yellow>Reborn <sprite name=""prestige"">","Nhận {0} <sprite name=""diamond""> cho mỗi lần <color=yellow>Trùng Sinh <sprite name=""prestige"">","Ganhe {0} <sprite name=""diamond""> para cada <color=yellow>Renascimento <sprite name=""prestige"">","Her <color=yellow>Yeniden Doğuş <sprite name=""prestige""> için {0} <sprite name=""diamond""> kazanın","Verdiene {0} <sprite name=""diamond""> für jede <color=yellow>Wiedergeburt <sprite name=""prestige"">","Gagnez {0} <sprite name=""diamond""> pour chaque <color=yellow>Renaissance <sprite name=""prestige"">","Dapatkan {0} <sprite name=""diamond""> untuk setiap <color=yellow>Reborn <sprite name=""prestige"">","Gana {0} <sprite name=""diamond""> por cada <color=yellow>Renacimiento <sprite name=""prestige"">","Получайте {0} <sprite name=""diamond""> за каждое <color=yellow>Перерождение <sprite name=""prestige"">","<color=yellow>환생 <sprite name=""prestige""> 시마다 {0} <sprite name=""diamond""> 획득","<color=yellow>転生 <sprite name=""prestige""> ごとに {0} <sprite name=""diamond""> を獲得","प्रत्येक <color=yellow>पुनर्जन्म <sprite name=""prestige""> के लिए {0} <sprite name=""diamond""> कमाएं","Отримуйте {0} <sprite name=""diamond""> за кожне <color=yellow>Переродження <sprite name=""prestige"">","Guadagna {0} <sprite name=""diamond""> per ogni <color=yellow>Rinascita <sprite name=""prestige"">",
ui_diamond_card_des3,"Earn {0} <sprite name=""diamond""> at the start of <color=yellow>Each Level","Nhận {0} <sprite name=""diamond""> khi bắt đầu <color=yellow>Mỗi màn chơi","Ganhe {0} <sprite name=""diamond""> no início de <color=yellow>cada nível","<color=yellow>Her Seviye başında {0} <sprite name=""diamond""> kazan","Erhalte {0} <sprite name=""diamond""> zu Beginn <color=yellow>jedes Levels","Gagnez {0} <sprite name=""diamond""> au début de <color=yellow>chaque niveau","Dapatkan {0} <sprite name=""diamond""> di awal <color=yellow>setiap level","Gana {0} <sprite name=""diamond""> al comienzo de <color=yellow>cada nivel","Получайте {0} <sprite name=""diamond""> в начале <color=yellow>каждого уровня","<color=yellow>각 레벨 시작 시 {0} <sprite name=""diamond""> 획득","<color=yellow>各レベルの開始時に {0} <sprite name=""diamond""> を獲得","<color=yellow>प्रत्येक स्तर की शुरुआत में {0} <sprite name=""diamond""> कमाएँ","Отримуйте {0} <sprite name=""diamond""> на початку <color=yellow>кожного рівня","Guadagna {0} <sprite name=""diamond""> all'inizio di <color=yellow>ogni livello",
ui_energy_card,Energy Card,Thẻ Năng Lượng,Carta de Energia,Enerji Kartı,Energiekarte,Carte d'énergie,Kartu Energi,Carta de energía,Карта энергии,에너지 카드,エネルギーカード,ऊर्जा कार्ड,Картка енергії,Carta energia,
ui_energy_card_des2,Energy Capacity:,Sức Chứa:,Capacidade de Energia:,Enerji Kapasitesi:,Energiekapazität:,Capacité énergétique :,Kapasitas Energi:,Capacidad de energía:,Энергоемкость:,에너지 용량:,エネルギー容量:,ऊर्जा क्षमता:,Енергоємність:,Capacità energetica:,
ui_energy_card_des3,Energy Recharge Time:,Thời Gian Hồi:,Tempo de Recarga de Energia:,Enerji Dolum Süresi:,Energieaufladezeit:,Temps de recharge d'énergie :,Waktu Isi Ulang Energi:,Tiempo de recarga de energía:,Время восстановления энергии:,에너지 충전 시간:,エネルギー回復時間：,ऊर्जा पुनर्भरण समय:,Час відновлення енергії:,Tempo di ricarica energia:,
ui_reborn_card_title,Reborn Card,Thẻ Trùng Sinh,Cartão de Renascimento,Yeniden Doğuş Kartı,Wiedergeburt-Karte,Carte de Renaissance,Kartu Reborn,Tarjeta de Renacimiento,Карта возрождения,환생 카드,リボーンカード,पुनर्जन्म कार्ड,Карта відродження,Carta di rinascita,
ui_reborn_card_des1,"Earn <color=green>{0}</color> <sprite name=""rebornpoint""> More on <color=yellow>Each Level","Nhận thêm <color=green>{0}</color> <sprite name=""rebornpoint""> ở mỗi <color=yellow>Màn Chơi</color> ","Ganhe <color=green>{0}</color> <sprite name=""rebornpoint""> mais em <color=yellow>cada nível","<color=green>{0}</color> <sprite name=""rebornpoint""> daha fazla kazan <color=yellow>Her Seviyede","Verdiene <color=green>{0}</color> <sprite name=""rebornpoint""> mehr auf <color=yellow>jedem Level","Gagnez <color=green>{0}</color> <sprite name=""rebornpoint""> de plus à <color=yellow>chaque niveau","Dapatkan <color=green>{0}</color> <sprite name=""rebornpoint""> lebih banyak di <color=yellow>setiap level","Gana <color=green>{0}</color> <sprite name=""rebornpoint""> más en <color=yellow>cada nivel","Получайте на <color=green>{0}</color> <sprite name=""rebornpoint""> больше на <color=yellow>каждом уровне","<color=green>{0}</color> <sprite name=""rebornpoint""> 추가 획득: <color=yellow>각 레벨에서","<color=green>{0}</color> <sprite name=""rebornpoint""> さらに獲得: <color=yellow>各レベルで","<color=green>{0}</color> <sprite name=""rebornpoint""> अधिक प्राप्त करें <color=yellow>प्रत्येक स्तर पर","Отримуйте на <color=green>{0}</color> <sprite name=""rebornpoint""> більше на <color=yellow>кожному рівні","Guadagna <color=green>{0}</color> <sprite name=""rebornpoint""> in più in <color=yellow>ogni livello",
ui_reborn_card_des2,Needed Levels for Reborn:,Số Màn Chơi:,Níveis necessários para o Renascimento:,Reborn için Gerekli Seviyeler:,Erforderliche Stufen für Wiedergeburt:,Niveaux requis pour la Renaissance :,Level yang Dibutuhkan untuk Kelahiran Kembali:,Niveles necesarios para el Renacimiento:,Необходимые уровни для перерождения:,환생을 위해 필요한 레벨:,転生に必要なレベル：,पुनर्जन्म के लिए आवश्यक स्तर:,Необхідні рівні для переродження:,Livelli necessari per la Rinascita:,
ui_reborn_card_des3,"Earn {0} <sprite name=""energy""> after Reborn","Nhận {0} <sprite name=""energy""> sau khi Trùng Sinh","Ganhe {0} <sprite name=""energy""> após o Renascer","Yeniden Doğuş'tan sonra {0} <sprite name=""energy""> kazan","Erhalte {0} <sprite name=""energy""> nach der Wiedergeburt","Gagnez {0} <sprite name=""energy""> après la Renaissance","Dapatkan {0} <sprite name=""energy""> setelah Kelahiran Kembali","Gana {0} <sprite name=""energy""> tras el Renacimiento","Получите {0} <sprite name=""energy""> после перерождения","환생 후 {0} <sprite name=""energy""> 획득","転生後に {0} <sprite name=""energy""> を獲得","पुनर्जन्म के बाद {0} <sprite name=""energy""> प्राप्त करें","Отримайте {0} <sprite name=""energy""> після переродження","Ottieni {0} <sprite name=""energy""> dopo la Rinascita",
